Genre,Budget,Marketing_Budget,Screens,Weeks,Shows,Ticket_Price,Screen_Stability,Actor_Popularity,Director_Success,Occupancy,Seats_Per_Screen,Target
Sci-Fi,419,72,4177,8,7,256,Growing,2,4,0.4432224719534176,124,0
Sport,137,57,29093,4,7,287,Drop Fast,5,7,0.6798730623742093,180,0
Adventure,16,88,9588,6,4,575,Drop Fast,2,9,0.9102061544477054,91,0
Sport,435,38,19995,2,11,261,Drop Fast,6,3,0.3428501168186211,162,0
Documentary,56,80,9188,11,11,228,Growing,9,3,0.8093816328418922,192,1
Thriller,62,101,4092,6,6,403,Growing,9,4,0.6300942409656634,90,0
Adventure,196,156,23908,5,11,188,Drop Fast,1,7,0.6178917866217013,210,1
Thriller,47,152,24926,2,7,261,Drop Fast,4,6,0.9231789033031854,140,1
History,462,34,14208,8,5,135,Drop Fast,4,5,0.6741123582979898,135,0
Crime,480,92,3449,2,14,326,Growing,1,4,0.8313624794239626,201,0
War,485,11,311,9,4,250,Growing,2,8,0.6101340742129876,105,0
Documentary,235,40,17266,11,6,692,Stable,6,4,0.4248973570785625,165,1
Crime,62,42,17745,3,8,146,Drop Fast,3,3,0.7361431900206767,113,0
History,408,56,7600,11,12,759,Drop Fast,9,7,0.8962238331108027,223,1
War,233,147,2579,6,7,330,Stable,3,2,0.8388610669270529,246,0
History,163,178,13380,7,3,638,Drop Fast,3,4,0.38885452436805923,213,0
Action,57,155,22010,10,2,264,Stable,9,8,0.4718223833435051,189,1
Fantasy,360,144,8552,8,6,686,Growing,3,4,0.6118164717815744,151,0
Biography,156,176,18009,7,6,703,Stable,6,7,0.6501223066652456,232,1
Documentary,402,147,20245,6,13,673,Stable,6,2,0.38566988012096975,135,0
Biography,73,97,8669,7,13,165,Growing,1,5,0.41100863801061516,162,0
Fantasy,358,111,28167,5,7,179,Drop Fast,7,4,0.7811817483248055,226,1
Fantasy,191,130,9948,2,4,239,Stable,9,9,0.7612221917004597,172,0
History,134,53,23624,10,2,499,Stable,9,7,0.8374461702402237,234,1
Biography,188,25,21176,6,5,229,Drop Fast,9,9,0.9030508650961617,212,1
Family,48,19,24114,9,5,545,Stable,2,7,0.46578278323188416,105,0
Action,269,18,10307,8,11,128,Growing,1,2,0.8517164695994055,237,1
History,391,46,13142,9,3,301,Stable,6,2,0.7162082538933304,157,0
Thriller,12,19,19691,2,9,336,Drop Fast,6,2,0.9204392967242596,176,1
Sci-Fi,73,67,16886,10,7,698,Drop Fast,4,5,0.4404519092163911,242,1
Fantasy,38,31,4733,2,13,707,Stable,8,1,0.43877005114766787,154,0
War,381,97,19357,4,4,438,Drop Fast,5,7,0.7430054140849087,195,1
History,20,109,23783,9,2,498,Drop Fast,7,2,0.8998875418267934,240,1
Animation,106,57,4481,2,13,538,Stable,9,4,0.8271890773505042,149,1
Sport,367,56,28021,2,12,388,Stable,1,9,0.7589276904553492,235,1
Animation,451,67,4968,7,4,351,Drop Fast,9,8,0.5211164386401718,115,0
Western,212,185,17584,6,9,791,Stable,4,2,0.7524371342913817,128,0
Musical,420,61,28610,7,5,199,Growing,7,4,0.8107669035015701,132,0
Musical,490,124,12398,4,4,684,Stable,4,4,0.777299975853423,209,0
Comedy,30,56,29554,11,14,521,Drop Fast,4,2,0.7237675588002861,159,1
Horror,48,111,18302,11,12,742,Growing,4,2,0.2829918761834921,150,1
Action,232,47,7369,7,5,793,Drop Fast,6,5,0.7118004531803661,100,0
Horror,111,139,7561,3,12,117,Drop Fast,5,4,0.5848062588380373,114,0
Musical,55,121,4030,9,5,570,Growing,2,8,0.9230984900847798,165,0
Sci-Fi,75,174,23738,7,3,737,Stable,9,4,0.6750329183639496,194,1
Documentary,100,8,21604,5,5,106,Drop Fast,6,8,0.6757590793647095,101,0
Animation,173,137,27957,5,12,518,Stable,6,5,0.9458386311588248,213,1
Fantasy,468,84,3082,8,13,479,Stable,9,1,0.3155114528466338,199,0
Western,120,45,1198,4,10,607,Growing,1,9,0.443421399570247,240,0
Sport,347,136,16142,4,5,213,Drop Fast,7,8,0.7092556072783179,118,0
Action,132,6,16868,7,13,610,Growing,3,1,0.47066537922406226,122,0
Biography,202,199,16446,10,2,695,Growing,4,3,0.4923051035503853,232,1
Documentary,456,153,25196,2,2,713,Drop Fast,1,3,0.8748514578579759,225,0
Animation,108,47,18744,6,2,568,Drop Fast,3,5,0.6555477335278576,120,0
Adventure,300,86,3265,2,6,192,Growing,7,7,0.3220059079629082,207,0
Thriller,168,112,10667,2,7,591,Growing,6,1,0.46760381001283524,197,0
Comedy,421,141,18078,4,13,201,Growing,1,1,0.3032408635495926,114,0
Adventure,112,160,12276,4,7,592,Drop Fast,9,6,0.6392909534130016,103,0
Mystery,394,30,21207,5,7,635,Drop Fast,4,5,0.37128773746319277,183,0
Comedy,290,86,2743,4,10,584,Growing,7,3,0.8499806050175743,119,0
Documentary,52,87,28902,7,2,578,Drop Fast,4,3,0.6541198185195498,166,0
Crime,495,135,29033,5,11,266,Drop Fast,7,4,0.2915629493517663,108,0
History,93,77,10233,9,7,239,Drop Fast,5,2,0.4606129645370233,217,0
Mystery,460,104,21384,2,14,193,Stable,1,9,0.6814363670652888,158,0
War,200,53,25497,9,9,280,Stable,4,4,0.48484882273567975,217,0
Musical,60,149,1601,2,9,675,Growing,3,3,0.609223668015769,143,0
Documentary,395,67,17029,2,13,103,Stable,6,7,0.8865536062779149,196,1
Adventure,219,59,27567,8,4,705,Growing,6,9,0.49502517935439483,236,1
Thriller,135,155,4722,2,14,488,Growing,1,2,0.4851110037288516,177,0
Drama,457,38,20351,10,6,371,Drop Fast,2,6,0.8238297889188891,225,1
Western,467,109,2751,9,11,231,Growing,2,5,0.47312956604173895,209,0
Romance,78,109,22230,2,5,683,Growing,4,1,0.3045708408982746,232,0
Comedy,274,73,26743,3,13,692,Growing,9,7,0.37666146796624644,164,0
Romance,267,19,20472,3,2,611,Growing,2,1,0.9141601755574107,130,0
Drama,427,179,5016,3,10,785,Drop Fast,8,9,0.9033049548044049,174,1
Family,197,7,19315,7,6,151,Drop Fast,1,4,0.40736846354470346,101,0
Fantasy,239,160,7899,5,3,389,Growing,8,8,0.63745131116908,88,0
Comedy,198,7,2829,9,13,545,Stable,3,1,0.346157670296102,170,0
Sport,424,106,7887,2,3,336,Stable,5,5,0.722274339958075,168,0
Adventure,19,8,10356,11,12,590,Growing,1,3,0.37971405720686746,168,0
Biography,123,92,17641,5,8,379,Drop Fast,1,4,0.2848532960451228,153,0
Drama,85,163,29607,11,5,143,Growing,6,4,0.8274277650461594,173,1
Crime,173,49,7034,6,2,458,Growing,3,8,0.47778026790653794,202,0
Action,94,191,25533,10,6,745,Drop Fast,8,3,0.3259656824920679,211,1
History,58,49,18379,6,3,667,Stable,4,1,0.8337327656035576,228,0
Animation,335,79,26419,4,8,625,Growing,6,5,0.7836782342823039,203,0
Sci-Fi,186,169,5049,5,10,789,Drop Fast,9,2,0.7286309153023777,109,0
Sport,396,197,15982,11,14,561,Drop Fast,8,6,0.8878740968911704,240,1
Romance,467,13,16027,8,2,200,Growing,4,4,0.5924582608094446,122,0
Crime,398,149,24799,2,13,791,Drop Fast,8,9,0.3396395483107584,81,0
Musical,227,122,9631,7,3,560,Growing,7,7,0.29294248692658365,166,0
Horror,198,69,4350,9,12,367,Stable,5,2,0.47290871257176104,238,1
Drama,478,135,11489,2,7,461,Growing,7,7,0.31078158109619136,211,0
History,355,30,9696,9,9,507,Stable,7,8,0.6248566082429597,126,1
Adventure,239,185,23531,8,8,136,Drop Fast,2,3,0.26014931247621054,163,0
Romance,264,163,6670,2,10,567,Growing,7,3,0.5606343110565631,168,0
Biography,245,30,13457,10,3,358,Drop Fast,3,2,0.37492220289750977,124,0
Comedy,35,27,27318,4,13,608,Growing,8,1,0.5077876307070107,144,1
Drama,81,34,23763,3,10,766,Drop Fast,8,3,0.7225238523394824,85,0
Drama,270,14,3912,8,5,408,Stable,9,7,0.4956746397354911,86,0
Biography,263,76,28731,4,12,711,Growing,4,9,0.48893792104015066,97,1
Animation,280,68,12921,2,4,372,Drop Fast,3,9,0.9435255129876513,198,0
Adventure,132,154,12695,11,8,724,Growing,9,6,0.7531703059084003,120,1
Fantasy,153,147,12620,4,6,209,Growing,9,6,0.6097031982950359,186,0
Crime,266,127,22042,7,14,754,Stable,2,5,0.6555629556983056,148,1
Family,153,109,5515,4,6,778,Drop Fast,6,2,0.6841278420631676,104,0
Horror,430,188,5581,6,13,359,Growing,3,7,0.2672027792585894,135,0
Action,268,78,9697,10,14,756,Growing,5,1,0.3061852133676733,80,0
Thriller,445,152,29240,8,3,367,Growing,2,6,0.7044325459496562,210,0
Comedy,56,109,19758,3,7,131,Growing,4,4,0.5051282011938196,133,0
Sci-Fi,360,51,13694,2,7,276,Growing,3,3,0.28881082816234754,160,0
Thriller,22,91,28404,8,13,203,Drop Fast,2,1,0.45825927223613827,239,1
Horror,385,57,22971,5,5,335,Growing,6,6,0.3411983942949731,209,0
Sci-Fi,217,185,25557,8,6,192,Growing,3,7,0.8914196895584249,87,1
Action,320,133,23351,7,8,300,Growing,4,1,0.3920477747871805,188,0
Action,244,6,17150,8,9,696,Drop Fast,6,1,0.3505838381758367,132,0
Animation,158,62,15952,5,7,134,Growing,5,7,0.6883181719620316,123,0
Western,331,151,4822,4,6,216,Growing,4,6,0.6153383511937829,107,0
Documentary,447,194,4332,6,13,787,Stable,4,7,0.6531527178250544,226,1
Mystery,164,76,29049,4,4,557,Stable,2,8,0.5551637036282207,227,0
Musical,175,144,9030,4,8,570,Growing,4,8,0.5770185176524907,114,0
Drama,99,158,28476,5,9,498,Growing,8,9,0.7951582890929906,226,1
Crime,195,31,7195,9,4,696,Stable,5,9,0.4039455293779671,183,0
Animation,327,33,20751,3,6,216,Drop Fast,8,7,0.5275705119818639,142,0
Crime,367,19,27175,5,12,461,Drop Fast,6,9,0.9204777694495644,161,1
Sport,183,178,2870,4,3,303,Stable,5,6,0.3829899908302316,86,0
Sport,226,133,9564,8,11,245,Growing,4,9,0.45564151652930696,234,1
Romance,404,64,26496,3,11,543,Stable,9,2,0.38409684700019336,118,0
Sci-Fi,465,111,24880,2,13,716,Drop Fast,5,2,0.2643468474506949,109,0
Fantasy,273,189,18266,11,5,396,Stable,6,6,0.43888094752916923,102,1
Comedy,106,7,29092,2,13,680,Drop Fast,7,3,0.2825272121735674,163,0
Family,126,119,10241,7,5,586,Growing,1,2,0.35827958848464336,230,0
Western,208,150,9254,4,13,330,Growing,9,8,0.5038774490473302,126,0
Biography,329,56,11837,8,14,302,Growing,8,7,0.2645048519482708,174,0
Romance,495,64,10957,9,9,461,Drop Fast,5,8,0.7770695961515016,142,0
Action,30,38,8690,6,4,494,Stable,3,6,0.8069123096386828,199,0
Horror,209,100,27684,6,6,347,Growing,5,9,0.537989661692854,216,1
Sport,380,93,12529,3,12,539,Drop Fast,5,9,0.9392661855619885,230,1
History,456,64,970,9,6,495,Growing,9,2,0.7252957403653894,196,0
Musical,350,158,27315,11,3,755,Stable,7,5,0.7706052235865243,166,1
Sci-Fi,457,23,26238,2,10,455,Growing,2,9,0.3846102965662934,153,0
Drama,257,115,4054,11,5,500,Drop Fast,5,3,0.8362063359751993,145,0
Crime,285,26,3318,10,10,340,Drop Fast,9,5,0.9115324786150543,116,1
History,273,165,18716,2,10,440,Growing,2,8,0.41541711660165426,204,0
Horror,67,170,10101,2,3,328,Growing,8,2,0.730525006070466,245,0
War,311,132,23809,2,10,642,Drop Fast,3,6,0.7728587340643319,80,0
Crime,40,39,17574,8,10,720,Growing,4,4,0.4636184202666843,161,0
Mystery,258,111,17294,5,3,638,Growing,2,6,0.5825063018006075,114,0
Documentary,102,132,20888,8,12,771,Growing,9,3,0.31827736550650687,150,1
Musical,274,199,21951,6,14,628,Stable,6,6,0.37116636277165554,187,1
Romance,280,87,13722,8,7,366,Stable,9,7,0.2930993665530363,165,0
Animation,103,142,238,11,10,228,Stable,8,3,0.6421158433817056,104,1
Mystery,163,147,17859,8,5,319,Growing,9,5,0.6876840280940886,121,1
Sci-Fi,403,143,16202,5,3,181,Drop Fast,5,8,0.891283708403613,230,1
Sci-Fi,294,115,23653,3,8,660,Growing,6,2,0.629529367436521,88,0
Mystery,89,94,5057,9,10,652,Growing,7,7,0.43242795956566993,234,1
Sci-Fi,301,28,16512,3,7,119,Stable,5,1,0.29163148261378313,130,0
Drama,93,81,1636,10,12,426,Drop Fast,1,7,0.8694671369255857,136,0
Romance,374,105,27769,6,12,136,Stable,9,1,0.5852006549696374,161,1
Horror,383,136,26245,10,5,481,Drop Fast,2,4,0.7661253926096248,243,1
Musical,46,17,18683,10,2,138,Growing,7,4,0.2602545440169123,241,1
Adventure,351,189,25149,9,5,208,Growing,8,5,0.5916972458650923,92,1
Sport,336,102,7893,9,4,528,Growing,8,2,0.478005836216549,107,0
History,416,124,13418,5,8,163,Drop Fast,1,6,0.2712318908296788,165,0
Animation,434,41,4451,5,12,274,Stable,7,6,0.7929709649507208,190,0
Western,241,52,20609,3,14,131,Stable,9,8,0.6090311570255292,237,1
Sport,102,5,9505,5,12,630,Stable,3,1,0.48322617009379165,124,0
History,345,64,27502,5,11,205,Drop Fast,8,4,0.8140589387351794,117,1
Family,111,144,10790,7,6,581,Drop Fast,8,2,0.5628464162951166,99,0
Horror,421,153,22796,4,13,305,Growing,9,8,0.2524485694578109,176,0
Sci-Fi,441,143,19818,3,4,346,Stable,8,4,0.9111133424268278,181,0
Sci-Fi,175,48,26041,9,3,778,Drop Fast,5,8,0.4289779183236698,138,1
Adventure,168,119,7862,3,14,188,Stable,5,2,0.831402865444339,221,0
Sport,23,190,24134,9,3,415,Stable,3,4,0.8214907688568911,121,1
History,382,112,3323,8,6,110,Drop Fast,6,9,0.36366175195251194,138,0
Comedy,234,48,17237,4,14,148,Drop Fast,3,5,0.5818018768503437,87,0
History,82,82,4358,7,14,672,Growing,2,6,0.2781392849489451,136,0
Documentary,258,166,8900,7,9,270,Growing,7,9,0.4981861710219234,229,1
Drama,100,29,10731,11,9,242,Growing,3,9,0.761685190358734,181,1
Mystery,225,136,27938,6,13,306,Stable,4,7,0.41594862907725033,163,1
Comedy,470,196,10079,9,6,562,Stable,8,2,0.33198955151961695,100,0
History,99,120,5743,6,14,608,Growing,1,7,0.6049864856545062,207,1
Documentary,38,123,14180,8,3,300,Stable,9,9,0.6258904690615424,235,1
Sport,444,148,15356,7,14,104,Stable,6,2,0.7230802519248106,128,1
War,314,14,9780,8,5,310,Stable,2,7,0.7813964227618134,230,0
Biography,436,113,18781,10,8,128,Stable,3,7,0.7370666718852585,133,1
Biography,485,198,4111,4,7,289,Drop Fast,5,3,0.8417885458063954,230,0
Crime,229,39,13782,11,11,287,Drop Fast,6,6,0.40603452499742787,147,1
Thriller,337,138,11320,8,8,249,Growing,9,8,0.6488367223515472,125,1
Horror,224,23,5435,11,6,624,Growing,2,8,0.5020667501949276,235,1
Documentary,230,191,4999,4,3,465,Stable,5,3,0.9234786499011495,174,0
Action,398,185,25291,3,9,256,Stable,7,6,0.5581956663903767,176,1
Drama,51,12,28434,8,13,179,Drop Fast,7,2,0.9217997531934896,129,1
History,144,14,14425,5,3,372,Stable,4,2,0.7883459578413742,162,0
Animation,51,199,26609,2,13,759,Stable,3,8,0.7529247034480893,142,0
Comedy,173,170,21944,7,9,725,Growing,8,5,0.5940945983452788,89,0
Crime,370,33,24805,7,8,617,Stable,2,5,0.5603646939789215,168,0
Horror,292,19,27990,7,4,331,Drop Fast,5,4,0.6185837312628848,244,1
Documentary,67,91,16909,3,14,748,Stable,5,4,0.45554314404886725,220,0
Sport,311,27,3966,2,5,259,Stable,1,8,0.8831569578869267,149,0
Drama,331,50,4311,4,14,443,Stable,7,3,0.8060314586857564,109,0
Musical,34,32,24886,3,8,388,Stable,4,3,0.8109770980275307,159,0
Fantasy,82,30,7215,7,5,304,Stable,2,8,0.5532075168146052,151,0
Documentary,382,14,7056,7,10,404,Drop Fast,8,3,0.29976226377095194,218,0
Sci-Fi,420,179,16690,6,8,459,Growing,4,2,0.728154122548395,202,0
Thriller,138,8,2626,11,2,769,Stable,1,5,0.5120895087799882,208,0
Fantasy,96,59,14697,11,2,499,Growing,8,3,0.8593012187155777,225,1
Sci-Fi,339,70,20962,6,5,548,Growing,7,6,0.7962369069149045,179,1
Sport,435,71,20948,10,14,205,Drop Fast,3,7,0.3517296993928293,90,0
Sci-Fi,445,139,19115,6,10,181,Growing,3,3,0.67120101137696,163,0
Horror,162,59,23394,11,14,441,Stable,7,9,0.7345497481490291,217,1
Documentary,191,35,11536,7,5,520,Stable,2,1,0.647696305877053,140,0
Comedy,134,78,5516,5,14,148,Stable,5,7,0.6098295233086828,217,1
Crime,76,23,5562,11,6,305,Stable,7,4,0.4095041525041589,180,0
History,15,160,4893,2,2,317,Drop Fast,6,7,0.41513479109482904,201,0
Animation,134,85,9190,5,3,775,Growing,7,9,0.7876056970497881,139,1
Biography,323,160,15333,3,12,535,Drop Fast,2,9,0.26308284989449,193,0
Crime,335,151,21852,11,5,421,Growing,7,1,0.7952370438939034,229,1
Thriller,62,91,14378,4,13,330,Drop Fast,2,4,0.6187591155773974,154,0
Sci-Fi,75,24,10829,8,5,586,Drop Fast,7,7,0.9053558566693852,178,1
Sport,323,17,18595,8,12,528,Drop Fast,8,6,0.9481250834060461,88,1
Western,91,81,14951,2,11,383,Stable,8,9,0.714439195576273,222,1
Adventure,96,47,625,9,7,585,Stable,5,7,0.5385800360940959,162,0
War,11,143,3244,8,14,375,Drop Fast,7,3,0.5825601359924861,116,0
Biography,213,180,11680,2,7,532,Growing,8,7,0.39295079935605537,149,0
Romance,159,147,11306,9,9,284,Growing,4,5,0.31946402679403674,210,1
Sport,302,149,6429,3,13,732,Stable,2,2,0.6551343753114945,89,0
Documentary,413,186,1439,9,14,315,Drop Fast,7,3,0.8138465685766204,211,1
Documentary,112,54,6766,4,10,196,Stable,1,6,0.4332365624104493,135,0
Family,33,32,19975,11,2,218,Stable,2,6,0.5437569671717448,247,1
Biography,377,8,4413,8,2,464,Stable,7,7,0.6383415632438865,112,0
Biography,221,26,20581,7,7,502,Drop Fast,1,6,0.88552847397904,240,1
Western,74,123,3206,6,5,717,Drop Fast,7,9,0.34704185936343923,228,1
Romance,458,105,7225,11,12,496,Stable,5,5,0.4158182181107638,182,1
Horror,218,43,19623,3,5,557,Drop Fast,3,5,0.8929713162500493,198,0
Romance,260,38,6758,3,2,417,Growing,2,8,0.27767491520828425,124,0
Crime,394,101,25374,2,10,481,Growing,7,8,0.709280943841901,136,0
Action,126,48,26863,10,13,241,Stable,9,1,0.6976681182525661,247,1
Animation,125,174,1384,9,12,556,Growing,9,3,0.5182781035427948,205,1
Crime,246,44,27526,9,4,600,Stable,8,6,0.5777152753049827,206,1
Documentary,487,101,19168,2,6,422,Stable,2,6,0.8484425660363929,89,0
Musical,114,144,29535,6,11,367,Stable,1,1,0.3654874443427454,153,0
Sport,268,134,14630,7,2,586,Drop Fast,8,2,0.41209723479524896,145,0
Documentary,55,160,28289,3,9,778,Drop Fast,2,7,0.6086452880079233,181,1
War,320,78,8302,11,4,259,Drop Fast,4,1,0.536821796100021,164,0
Musical,340,90,14069,6,2,113,Drop Fast,4,5,0.6520607482816285,237,0
Documentary,225,94,7316,7,11,254,Stable,2,1,0.894587430265657,161,0
Animation,479,71,13137,10,7,200,Drop Fast,4,6,0.8919714124164856,114,1
Animation,457,80,28830,11,2,671,Growing,7,7,0.41101283780049425,132,0
Horror,310,96,4583,2,4,142,Growing,6,8,0.4615012289941883,246,0
Thriller,419,14,20520,11,6,292,Drop Fast,6,3,0.3634480769079209,191,0
History,342,90,18283,4,5,410,Growing,4,3,0.8994532600247485,101,0
Drama,458,106,4707,10,8,720,Growing,2,1,0.5285048911387367,146,0
Family,33,189,14935,2,7,704,Drop Fast,5,3,0.5647936014185739,179,0
Adventure,467,112,27351,2,13,564,Stable,3,5,0.8118485465442217,159,0
Fantasy,44,169,29913,2,4,262,Stable,3,6,0.6090814309672044,179,1
Western,33,95,16719,8,12,450,Stable,4,3,0.3338288375550585,154,0
History,37,196,2225,6,9,333,Drop Fast,5,4,0.5564940966098876,199,0
Sport,493,83,20119,7,9,502,Stable,2,5,0.6913668302950422,96,0
Sport,473,90,5054,9,3,450,Stable,6,5,0.7534463614299255,226,1
Sport,497,111,5567,3,8,266,Growing,6,9,0.7017462969480257,151,0
Action,25,172,3090,3,2,247,Stable,8,8,0.3334265034626543,203,0
Fantasy,68,105,19341,4,3,127,Drop Fast,2,1,0.4630411676132728,169,0
Documentary,474,112,29896,4,9,358,Stable,8,2,0.7634952514742507,130,0
Romance,252,64,3973,4,13,697,Growing,8,5,0.8661331360352522,136,0
Drama,447,52,25156,5,2,719,Growing,4,3,0.2830304905435818,217,0
Sci-Fi,216,121,23236,4,3,541,Growing,7,7,0.279560375648984,111,0
History,409,110,16019,3,13,728,Growing,7,6,0.7003831705373436,158,1
Animation,280,151,1728,10,2,626,Stable,1,2,0.6336323079142967,202,0
War,258,37,29677,7,6,310,Growing,1,8,0.3587373353623998,201,0
Family,491,48,21155,4,8,642,Growing,8,5,0.6338041071878722,147,0
Musical,276,169,12020,10,7,544,Growing,1,6,0.9321411404505956,107,0
Crime,202,116,5249,5,7,552,Stable,3,8,0.6916301542776375,211,0
Drama,344,93,1048,5,7,796,Drop Fast,6,6,0.564398809234803,156,0
Mystery,227,40,29768,9,9,503,Growing,8,3,0.8292727415577027,219,1
Mystery,124,85,20711,8,6,165,Growing,5,7,0.3989757399565061,94,0
Family,77,92,10319,8,11,504,Growing,5,4,0.5400285015788393,108,0
Biography,308,153,10557,11,8,674,Stable,4,6,0.6194375242675931,166,1
Comedy,334,134,16367,8,4,534,Stable,4,6,0.6031779244355289,92,0
Adventure,492,35,23935,11,10,327,Growing,7,5,0.8946807284478067,117,1
Drama,406,112,12678,6,11,575,Drop Fast,6,1,0.45486767507267306,189,0
Animation,403,34,22450,8,4,567,Growing,8,8,0.2895526045107337,114,0
Drama,84,176,22453,5,7,200,Drop Fast,6,2,0.8914640431596194,247,1
Documentary,475,16,2321,9,4,522,Drop Fast,7,4,0.40194735999683984,155,0
Musical,491,55,13110,10,2,455,Stable,5,3,0.5153195817836951,189,0
Fantasy,112,125,29998,4,2,238,Stable,6,6,0.621624137162654,84,0
Sport,306,181,27694,8,4,730,Stable,1,1,0.9331163293837494,81,0
Fantasy,499,156,4881,11,5,668,Drop Fast,3,9,0.6246879091400186,109,0
Thriller,187,156,14955,10,3,230,Drop Fast,8,5,0.5634203145839354,178,1
Thriller,224,192,672,2,10,648,Drop Fast,3,5,0.6585469356623527,198,0
Drama,464,143,18371,3,12,567,Stable,1,4,0.9295657119419964,89,0
Action,324,17,313,8,9,579,Stable,3,4,0.8225612191295083,152,0
Horror,48,95,13890,3,13,210,Stable,4,1,0.36827769541834543,203,0
Sci-Fi,268,78,26112,8,14,252,Growing,8,9,0.8122820104329463,117,1
Action,213,196,6673,2,4,341,Drop Fast,9,9,0.8387693418627219,173,1
Animation,16,24,8730,4,8,781,Drop Fast,4,4,0.7334858727709264,198,0
Sci-Fi,58,76,18869,6,5,378,Growing,7,4,0.7100634214170849,242,1
History,35,77,1396,7,6,462,Drop Fast,1,7,0.5586139005934629,150,0
Fantasy,170,75,16662,10,5,724,Drop Fast,9,4,0.6991867709836176,219,1
Fantasy,366,82,21143,10,10,507,Growing,4,1,0.7663024805065805,249,1
Sci-Fi,185,32,6217,4,12,274,Drop Fast,9,9,0.3359741736520093,177,0
Adventure,88,134,2852,9,8,700,Stable,3,2,0.43013097212840495,206,0
Action,11,125,29433,5,14,234,Growing,5,5,0.3858573152764058,146,1
Horror,498,47,29156,8,5,605,Drop Fast,1,4,0.83884828583421,112,0
Drama,392,12,20902,7,14,393,Stable,3,8,0.7260018140722373,183,1
Comedy,464,17,11032,9,9,594,Drop Fast,5,6,0.5655449777026236,220,0
Fantasy,425,115,5585,7,3,518,Growing,6,7,0.8282390253419276,227,0
Adventure,141,39,14908,5,8,305,Stable,8,2,0.7517469379947574,240,1
Comedy,285,27,26032,3,12,417,Drop Fast,1,4,0.8895151570817077,113,0
War,126,50,23638,8,2,172,Growing,3,4,0.303764897268541,129,0
